0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,5.601414489746093750e+01
1.000000000000000000e+01,5.282406234741210938e+01
1.500000000000000000e+01,5.662980270385742188e+01
2.000000000000000000e+01,1.170323753356933594e+01
2.500000000000000000e+01,6.784122467041015625e+00
3.000000000000000000e+01,4.905144691467285156e+00
3.500000000000000000e+01,3.236389875411987305e+00
4.000000000000000000e+01,2.487189531326293945e+00
4.500000000000000000e+01,1.882317543029785156e+00
5.000000000000000000e+01,1.435080528259277344e+00
5.500000000000000000e+01,1.389378786087036133e+00
6.000000000000000000e+01,9.226827621459960938e-01
6.500000000000000000e+01,8.826651573181152344e-01
7.000000000000000000e+01,8.403441309928894043e-01
7.500000000000000000e+01,7.941304445266723633e-01
8.000000000000000000e+01,7.651152610778808594e-01
8.500000000000000000e+01,6.967024803161621094e-01
9.000000000000000000e+01,6.784307360649108887e-01
9.500000000000000000e+01,6.940451264381408691e-01
1.000000000000000000e+02,6.846638917922973633e-01
1.050000000000000000e+02,6.717467308044433594e-01
1.100000000000000000e+02,6.492245793342590332e-01
1.150000000000000000e+02,6.397427916526794434e-01
1.200000000000000000e+02,6.448888778686523438e-01
1.250000000000000000e+02,6.195788383483886719e-01
1.300000000000000000e+02,6.328313350677490234e-01
1.350000000000000000e+02,6.283203959465026855e-01
1.400000000000000000e+02,6.343412995338439941e-01
1.450000000000000000e+02,6.290494203567504883e-01
1.500000000000000000e+02,6.381089687347412109e-01
1.550000000000000000e+02,6.181782484054565430e-01
1.600000000000000000e+02,6.252868771553039551e-01
1.650000000000000000e+02,6.056959629058837891e-01
1.700000000000000000e+02,6.108223795890808105e-01
1.750000000000000000e+02,6.124821305274963379e-01
1.800000000000000000e+02,6.192327141761779785e-01
1.850000000000000000e+02,6.225575208663940430e-01
1.900000000000000000e+02,6.055898070335388184e-01
1.950000000000000000e+02,5.874877572059631348e-01
2.000000000000000000e+02,5.936493277549743652e-01
2.050000000000000000e+02,6.106053590774536133e-01
2.100000000000000000e+02,5.955752134323120117e-01
